Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
4813,34241,10/8/2012,Low,4,207.55,0.08,Regular Air,16.23,52.71,2.5,Sanjit Chand,British Columbia,West,Home Office,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",Small Box,0.36,10/8/2012
4893,34816,11/5/2010,Not Specified,29,1158.45,0.1,Regular Air,267.16,41.71,4.5,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,Small Box,0.56,11/5/2010
4917,35011,12/10/2012,Not Specified,14,154.45,0.09,Regular Air,-2.31,10.98,3.37,Luke Weiss,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,12/12/2012
5058,36068,2/5/2009,Critical,23,6133.18,0.06,Delivery Truck,1243.17,279.81,23.19,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum,0.59,2/6/2009
5196,36930,9/28/2011,Medium,34,2632.4755,0.01,Regular Air,1325.82,85.99,3.3,Michelle Arnett,British Columbia,West,Home Office,Technology,Telephones and Communication,Accessory20,Small Pack,0.37,9/30/2011
5245,37315,6/5/2012,Low,43,170.81,0.1,Regular Air,-133.68,4.28,5.17,Luke Weiss,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1971,Small Box,0.4,6/12/2012
5246,37315,6/5/2012,Low,31,4726.595,0.05,Express Air,1176.48,175.99,4.99,Luke Weiss,British Columbia,West,Corporate,Technology,Telephones and Communication,5165,Small Box,0.59,6/12/2012
5340,37925,9/26/2010,Medium,46,3780.16,0.1,Delivery Truck,1265.82,90.97,14,Luke Weiss,British Columbia,West,Corporate,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,9/27/2010
5341,37925,9/26/2010,Medium,31,1784.048,0.05,Regular Air,394.45,65.99,3.99,Luke Weiss,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,9/27/2010
5351,38021,1/21/2009,Medium,46,1482.01,0.02,Regular Air,709.33,30.44,1.49,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,"Premier Elliptical Ring Binder, Black",Small Box,0.37,1/23/2009
5389,38336,10/5/2012,Critical,14,91.75,0.07,Regular Air,2.82,6.75,2.99,Julie Creighton,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,10/6/2012
5390,38336,10/5/2012,Critical,31,346.57,0,Regular Air,-116.45,10.97,6.5,Julie Creighton,British Columbia,West,Corporate,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,10/6/2012
5430,38565,3/25/2009,Critical,20,234.09,0.01,Express Air,-11.69,10.64,5.16,Justin Knight,British Columbia,West,Corporate,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57,3/27/2009
5615,39783,9/20/2012,Not Specified,19,82.43,0.04,Regular Air,-94.76,4.06,6.89,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6,9/22/2012
5616,39783,9/20/2012,Not Specified,31,295.97,0.02,Regular Air,5.02,8.85,5.6,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,9/22/2012
5617,39783,9/20/2012,Not Specified,29,94.5,0.02,Regular Air,39.9,3.15,0.5,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Labels,Avery 520,Small Box,0.37,9/21/2012
5997,42500,2/5/2010,Not Specified,39,1836.06,0.04,Regular Air,437.07,48.92,4.5,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Small Box,0.59,2/7/2010
5998,42500,2/5/2010,Not Specified,2,21.03,0.03,Regular Air,-10.48,8.69,2.99,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.39,2/7/2010
6233,44162,3/19/2010,High,46,507.64,0.04,Regular Air,42.76,10.98,3.37,Julie Creighton,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,3/20/2010
6246,44256,11/19/2011,Low,39,301.36,0.09,Regular Air,48.45,8.01,2.87,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4,11/28/2011
6247,44256,11/19/2011,Low,17,114.28,0.08,Regular Air,-38.72,6.48,5.84,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 226,Small Box,0.37,11/24/2011
6248,44256,11/19/2011,Low,49,1889.04,0.1,Express Air,182.15,40.97,8.99,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59,11/26/2011
6261,44320,4/29/2009,Medium,49,7002.08,0.1,Regular Air,-1640.51,154.13,69,Sally Knutson,British Columbia,West,Corporate,Furniture,Tables,Laminate Occasional Tables,Large Box,0.68,4/30/2009
6386,45377,4/3/2011,Low,47,91.43,0.08,Regular Air,-22.9,2.08,1.49,Kimberly Carter,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,4/5/2011
6658,47367,4/16/2011,Medium,7,27.99,0.06,Regular Air,-0.17,3.8,1.49,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,4/16/2011
6659,47367,4/16/2011,Medium,6,21.07,0.08,Regular Air,2.28,3.69,0.5,Rob Haberlin,British Columbia,West,Corporate,Office Supplies,Labels,Avery 52,Small Box,0.38,4/17/2011
6705,47750,6/15/2010,Low,37,102.46,0.08,Regular Air,36.64,2.88,0.5,Sally Knutson,British Columbia,West,Corporate,Office Supplies,Labels,Avery 492,Small Box,0.39,6/20/2010
6706,47750,6/15/2010,Low,43,1097.6,0.05,Regular Air,216.12,25.38,8.99,Sally Knutson,British Columbia,West,Corporate,Furniture,Office Furnishings,"Executive Impressions 13 Chairman Wall Clock""""",Small Pack,0.5,6/20/2010
6791,48388,8/9/2009,High,3,21.64,0.08,Regular Air,-13.33,5.74,5.01,Marina Lichtenstein,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39,8/11/2009
6882,49059,9/20/2009,Medium,48,128,0.09,Regular Air,45.51,2.89,0.5,Christina DeMoss,British Columbia,West,Home Office,Office Supplies,Labels,Avery 498,Small Box,0.38,9/22/2009
6883,49059,9/20/2009,Medium,5,252.66,0.02,Regular Air,32.86,48.91,5.81,Christina DeMoss,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1891,Small Box,0.38,9/21/2009
6938,49510,3/20/2012,Critical,16,44.1,0.04,Regular Air,-6.22,2.58,1.3,Luke Weiss,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils,Wrap Bag,0.59,3/21/2012
6949,49634,3/23/2012,Not Specified,45,132.31,0.02,Regular Air,10.91,2.88,1.49,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box,0.36,3/25/2012
7035,50210,7/19/2010,Low,47,178.51,0,Regular Air,82.3,3.75,0.5,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Labels,Avery 510,Small Box,0.37,7/24/2010
7036,50210,7/19/2010,Low,15,31.32,0,Regular Air,-30.26,1.86,2.58,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Wrap Bag,0.82,7/28/2010
7079,50503,11/21/2012,Medium,28,1538.8655,0.05,Regular Air,-186.33,65.99,19.99,Sanjit Chand,British Columbia,West,Home Office,Technology,Telephones and Communication,iDEN i95,Small Box,0.59,11/23/2012
7120,50816,3/27/2009,High,25,286.07,0.07,Regular Air,-35.94,11.97,4.98,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,3/29/2009
7121,50816,3/27/2009,High,26,733.92,0.03,Regular Air,302.8,28.53,1.49,Anthony Johnson,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,3/29/2009
7122,50816,3/27/2009,High,6,99.11,0.01,Regular Air,-12.46,15.28,1.99,Anthony Johnson,British Columbia,West,Small Business,Technology,Computer Peripherals,"Memorex 4.7GB DVD+R, 3/Pack",Small Pack,0.42,3/29/2009
7159,51073,5/14/2010,Not Specified,17,2475.08,0,Express Air,958.8,136.98,24.49,Luke Weiss,British Columbia,West,Corporate,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,5/16/2010
7160,51073,5/14/2010,Not Specified,49,1610.42,0,Regular Air,813.35,30.93,3.92,Luke Weiss,British Columbia,West,Corporate,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Small Pack,0.44,5/15/2010
7235,51584,10/17/2010,Critical,48,5620.2,0.01,Delivery Truck,176.04,110.98,30,Rob Haberlin,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum,0.71,10/18/2010
7273,51879,8/24/2010,Not Specified,26,1382.31,0.03,Regular Air,372.26,51.94,19.99,Monica Federle,British Columbia,West,Corporate,Furniture,Office Furnishings,"Howard Miller 11-1/2 Diameter Ridgewood Wall Clock""""",Small Box,0.44,8/26/2010
7274,51879,8/24/2010,Not Specified,46,991.36,0.01,Regular Air,212.06,19.98,8.68,Monica Federle,British Columbia,West,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,8/25/2010
7335,52288,8/10/2011,High,19,1410.44,0.07,Regular Air,545.11,78.69,19.99,Kimberly Carter,British Columbia,West,Home Office,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box,0.43,8/11/2011
7456,53190,9/24/2009,Medium,10,268.18,0.06,Regular Air,74.64,28.53,1.49,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,9/27/2009
7457,53190,9/24/2009,Medium,9,477.054,0.1,Regular Air,-170.53,65.99,3.99,Michelle Arnett,British Columbia,West,Home Office,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,9/25/2009
7502,53536,10/30/2012,High,35,738.69,0.1,Regular Air,109.16,22.98,7.58,Sanjit Chand,British Columbia,West,Home Office,Furniture,Office Furnishings,"Seth Thomas 12 Clock w/ Goldtone Case""""",Small Box,0.51,11/1/2012
7503,53536,10/30/2012,High,5,1015.4,0,Delivery Truck,-234.59,179.29,56.2,Sanjit Chand,British Columbia,West,Home Office,Furniture,Tables,Bevis Round Conference Room Tables and Bases,Jumbo Box,0.71,11/1/2012
7506,53572,5/7/2010,Medium,17,184.09,0.07,Regular Air,4.79,11.09,5.25,Marina Lichtenstein,British Columbia,West,Corporate,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,Small Box,0.36,5/8/2010
7533,53825,4/9/2011,Low,36,1646.05,0.08,Regular Air,649.8,48.04,7.23,Joy Smith,British Columbia,West,Consumer,Office Supplies,Paper,Xerox 1885,Small Box,0.37,4/11/2011
7534,53863,6/3/2010,High,46,7807.45,0.02,Express Air,1660.15,161.55,19.99,Christina DeMoss,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Small Box,0.66,6/6/2010
7565,54119,5/22/2010,Medium,45,261,0.04,Express Air,-43.45,5.81,3.37,Monica Federle,British Columbia,West,Corporate,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,5/23/2010
7566,54119,5/22/2010,Medium,4,127.56,0.05,Regular Air,-41.75,29.74,6.64,Monica Federle,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,Small Box,0.7,5/25/2010
7862,56224,10/25/2012,Medium,32,3205.24,0.01,Delivery Truck,-1115.99,95.95,74.35,Michelle Arnett,British Columbia,West,Home Office,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,0.57,10/26/2012
7863,56224,10/25/2012,Medium,46,339.27,0.1,Regular Air,48.59,7.89,2.82,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box",Wrap Bag,0.4,10/25/2012
7864,56224,10/25/2012,Medium,9,902.024,0.04,Delivery Truck,-153.25,124.49,51.94,Michelle Arnett,British Columbia,West,Home Office,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,10/26/2012
7873,56293,1/5/2010,Not Specified,34,702.79,0.04,Regular Air,-44.81,19.99,11.17,Michelle Arnett,British Columbia,West,Home Office,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,1/5/2010
7874,56293,1/5/2010,Not Specified,44,712.64,0.06,Regular Air,-27.72,16.91,6.25,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,1/6/2010
8116,57959,12/30/2011,Medium,40,239.86,0.04,Regular Air,-32.06,5.81,3.37,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,12/31/2011
8117,57959,12/30/2011,Medium,48,1269.79,0.08,Express Air,-65.33,26.31,5.89,Sally Knutson,British Columbia,West,Consumer,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75,12/31/2011
8184,58500,2/14/2011,Low,17,1529.014,0.07,Regular Air,14.01,110.99,8.99,Christina DeMoss,British Columbia,West,Home Office,Technology,Telephones and Communication,LX 677,Small Box,0.57,2/14/2011
8335,59584,5/28/2010,Medium,3,336.84,0.08,Delivery Truck,-160.46,100.98,35.84,Joy Smith,British Columbia,West,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,5/29/2010
8336,59584,5/28/2010,Medium,7,1120.27,0,Regular Air,16.81,150.98,13.99,Joy Smith,British Columbia,West,Consumer,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,5/28/2010
45,261,6/28/2010,Medium,47,5677.609,0.04,Regular Air,1680.79,140.99,4.2,Sonia Sunley,British Columbia,West,Small Business,Technology,Telephones and Communication,7160,Small Box,0.59,6/29/2010
143,928,3/1/2011,Low,21,1222.68,0.06,Express Air,300.97,59.98,3.99,Anthony O'Donnell,British Columbia,West,Consumer,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,3/6/2011
144,928,3/1/2011,Low,26,390.2,0.02,Express Air,45,14.58,7.4,Anthony O'Donnell,British Columbia,West,Consumer,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,3/3/2011
191,1282,2/27/2012,Not Specified,26,892.38,0,Regular Air,366.48,31.78,1.99,Emily Grady,British Columbia,West,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,2/29/2012
192,1282,2/27/2012,Not Specified,10,29.41,0.01,Regular Air,-2.06,2.78,1.34,Emily Grady,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,2/29/2012
267,1856,3/19/2012,Not Specified,24,1449.3,0.08,Regular Air,-712.14,60.98,49,Alex Avila,British Columbia,West,Home Office,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,3/21/2012
268,1856,3/19/2012,Not Specified,43,4374.6865,0.05,Regular Air,973.16,125.99,8.08,Alex Avila,British Columbia,West,Home Office,Technology,Telephones and Communication,M3682,Small Box,0.57,3/20/2012
269,1856,3/19/2012,Not Specified,44,4283.235,0.1,Regular Air,676.13,125.99,8.8,Alex Avila,British Columbia,West,Home Office,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,3/20/2012
424,2848,3/9/2012,Critical,35,1476.39,0.06,Express Air,-303.62,43.31,15.9,Emily Grady,British Columbia,West,Home Office,Furniture,Office Furnishings,Eldon Advantage® Chair Mats for Low to Medium Pile Carpets,Medium Box,0.75,3/11/2012
425,2848,3/9/2012,Critical,8,863.583,0.04,Regular Air,-264.28,125.99,8.99,Emily Grady,British Columbia,West,Home Office,Technology,Telephones and Communication,SC7868i,Small Box,0.55,3/11/2012
767,5504,1/5/2010,High,6,49.55,0.06,Express Air,-20.33,5.78,7.64,Anna Andreadi,British Columbia,West,Small Business,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.36,1/7/2010
768,5504,1/5/2010,High,15,606.56,0.04,Regular Air,20.23,45.99,4.99,Anna Andreadi,British Columbia,West,Small Business,Technology,Telephones and Communication,KF 788,Small Box,0.56,1/7/2010
1153,8390,4/21/2012,Medium,24,715.4,0.08,Regular Air,-99.34,30.98,4,Emily Grady,British Columbia,West,Home Office,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,0.8,4/21/2012
1168,8545,6/17/2009,Low,25,113.75,0,Regular Air,-77.34,4.13,5.34,Barbara Fisher,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco,Small Box,0.38,6/21/2009
1169,8545,6/17/2009,Low,24,3081.95,0.1,Delivery Truck,-662.8,130.98,54.74,Barbara Fisher,British Columbia,West,Small Business,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,6/21/2009
1305,9573,6/13/2012,Medium,41,133.23,0,Regular Air,-59.91,3.14,1.92,Emily Grady,British Columbia,West,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,6/14/2012
1356,9892,7/16/2012,Medium,50,1406.64,0.02,Regular Air,424.36,27.18,8.23,Kelly Williams,British Columbia,West,Corporate,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Small Box,0.38,7/17/2012
1381,10048,5/15/2009,Not Specified,46,3197.45,0.08,Regular Air,97.16,73.98,4,Sonia Sunley,British Columbia,West,Corporate,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.77,5/18/2009
1382,10048,5/15/2009,Not Specified,21,78.57,0.02,Regular Air,-20.65,3.68,1.32,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,5/17/2009
1395,10144,1/2/2011,Critical,16,5403.75,0.08,Delivery Truck,103.83,355.98,58.92,Sonia Sunley,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64,1/4/2011
1396,10144,1/2/2011,Critical,1,192.49,0.02,Delivery Truck,-98.3,160.98,30,Sonia Sunley,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,1/4/2011
1397,10144,1/2/2011,Critical,24,6408.3,0.1,Delivery Truck,539.54,280.98,35.67,Sonia Sunley,British Columbia,West,Corporate,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box,0.66,1/2/2011
1440,10432,1/5/2012,Low,13,2323.36,0.08,Regular Air,220.39,179.99,19.99,Sonia Sunley,British Columbia,West,Corporate,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box,0.48,1/12/2012
1791,12806,12/24/2011,Not Specified,20,761.23,0,Regular Air,107.93,35.89,14.72,Sonia Sunley,British Columbia,West,Small Business,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box,0.4,12/25/2011
1837,13158,11/20/2012,Critical,26,187.16,0.01,Regular Air,29.33,6.75,2.99,Kelly Williams,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,11/22/2012
1876,13507,12/29/2012,Medium,27,176.1,0.09,Regular Air,-75.71,6.78,6.18,Anna Andreadi,British Columbia,West,Small Business,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Box,0.39,12/30/2012
2014,14375,1/31/2010,Medium,7,44.05,0.07,Regular Air,-21.77,5.78,5.67,Rick Duston,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1978,Small Box,0.36,2/1/2010
2049,14627,2/4/2009,Medium,47,671.03,0.07,Regular Air,67.86,14.48,6.46,Sonia Sunley,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,"GBC White Gloss Covers, Plain Front",Small Box,0.38,2/5/2009
2077,14852,12/24/2011,Medium,9,3800.4,0.03,Express Air,1234.57,420.98,19.99,Angele Hood,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,12/24/2011
2256,16230,2/27/2010,Low,2,13.3,0.09,Regular Air,-7.86,7.31,0.49,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,3/1/2010
2257,16230,2/27/2010,Low,27,3379.01,0.06,Delivery Truck,-801.09,130.98,54.74,Sonia Sunley,British Columbia,West,Corporate,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,3/1/2010
2258,16230,2/27/2010,Low,15,687.52,0.08,Regular Air,223.76,48.91,5.81,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1891,Small Box,0.38,3/6/2010
2259,16230,2/27/2010,Low,40,4538.66,0,Regular Air,506.86,111.03,8.64,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,0.78,3/4/2010
2635,19074,6/25/2012,Critical,17,3816.59,0.01,Delivery Truck,191.47,208.16,68.02,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Appliances,"1.7 Cubic Foot Compact Cube"""" Office Refrigerators""""",Jumbo Drum,0.58,6/27/2012
2801,20194,3/13/2012,High,10,194.29,0.1,Regular Air,68.89,20.24,6.67,Dennis Bolton,British Columbia,West,Consumer,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,3/15/2012
2912,21024,12/28/2010,Medium,34,195.49,0.05,Regular Air,33.8,5.84,1.2,Stewart Carmichael,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,12/30/2010
2978,21509,7/3/2012,High,13,47.93,0.04,Regular Air,15.82,3.69,0.5,Dennis Bolton,British Columbia,West,Consumer,Office Supplies,Labels,Avery 487,Small Box,0.38,7/5/2012
3042,21856,4/5/2012,Not Specified,47,168.55,0.05,Regular Air,71.77,3.69,0.5,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Labels,Avery 487,Small Box,0.38,4/7/2012
3043,21856,4/5/2012,Not Specified,26,77.03,0.08,Regular Air,-47.75,3.14,1.92,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,4/5/2012
3085,22119,7/24/2009,Low,20,939.39,0.07,Regular Air,-122.77,49.43,19.99,Stewart Carmichael,British Columbia,West,Corporate,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",Small Box,0.57,7/29/2009
3141,22534,7/18/2011,Medium,3,279.33,0,Regular Air,-44.18,83.93,19.99,Kelly Williams,British Columbia,West,Corporate,Office Supplies,Envelopes,Airmail Envelopes,Small Box,0.38,7/20/2011
3154,22629,4/15/2010,Low,5,365.93,0.05,Regular Air,-243.02,73.98,14.52,Sonia Sunley,British Columbia,West,Small Business,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.65,4/20/2010
3208,23011,6/15/2010,Low,1,12.2,0.01,Regular Air,-33.93,10.01,1.99,Kelly Williams,British Columbia,West,Corporate,Technology,Computer Peripherals,TDK 4.7GB DVD-R,Small Pack,0.41,6/22/2010
3369,24070,3/15/2011,High,3,431.29,0.1,Regular Air,-164.59,140.81,24.49,Sonia Sunley,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,3/16/2011
3370,24070,3/15/2011,High,48,294.26,0,Express Air,88.8,5.58,0.7,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 314,Wrap Bag,0.6,3/16/2011
3474,24737,12/6/2009,High,3,549.92,0.09,Delivery Truck,-210.97,180.98,26.2,Sonia Sunley,British Columbia,West,Small Business,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,12/9/2009
3475,24737,12/6/2009,High,26,182.09,0,Regular Air,-28.15,6.48,5.19,Sonia Sunley,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1995,Small Box,0.37,12/7/2009
3691,26373,7/22/2010,Medium,7,285.08,0.08,Regular Air,2.3,40.98,5.33,Anna Andreadi,British Columbia,West,Small Business,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box,0.57,7/25/2010
3781,26978,6/25/2010,Medium,46,27875.54,0,Regular Air,-635.69,599.99,24.49,Seth Vernon,British Columbia,West,Home Office,Technology,Copiers and Fax,Canon Image Class D660 Copier,Large Box,0.44,6/27/2010
3782,26978,6/25/2010,Medium,49,2030.44,0.04,Regular Air,938.26,40.99,5.86,Seth Vernon,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1919,Small Box,0.36,6/27/2010
3783,26978,6/25/2010,Medium,47,695.99,0.09,Express Air,-157.44,15.31,8.78,Seth Vernon,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Small Box,0.57,6/27/2010
3815,27174,10/8/2011,Critical,17,477.5045,0.09,Regular Air,-245.56,35.99,5,Alex Avila,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory27,Small Box,0.85,10/10/2011
3910,27876,9/7/2010,Low,44,777.63,0.03,Regular Air,-70.54,16.99,8.99,Sarah Foster,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Berol Giant Pencil Sharpener,Small Pack,0.56,9/14/2010
4005,28582,1/22/2012,Not Specified,40,1500.17,0.06,Express Air,423.87,39.24,1.99,Alex Avila,British Columbia,West,Home Office,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Small Pack,0.51,1/23/2012
4006,28582,1/22/2012,Not Specified,45,377.31,0.02,Regular Air,87.96,8.01,2.87,Alex Avila,British Columbia,West,Home Office,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4,1/23/2012
